BOOKSELLER_CATEGORY,AUTHOR,TITLE,SERIES,VOLUME,PUB_DATE,EXTENT,CLOTH_ISBN,CLOTH_PRICE,PAPER_ISBN,PAPER_PRICE,ELECTRONIC_ISBN,ELECTRONIC_PRICE,URL
EDUC Primary and Secondary Education,Covili J & Provenzano N,Classroom in the Cloud,,,12/22/2015,200 pages,,,978-1-4833-1980-3,£25.99,,,http://www.uk.sagepub.com/books/Book243688
EDUC Primary and Secondary Education,Cowan D et al,Getting Serious About the System,,,4/15/2012,160 pages,,,978-1-4522-0511-3,£25.99,,,http://www.uk.sagepub.com/books/Book236762
EDUC Primary and Secondary Education,Cowan D et al,A Teacher's Guide for Getting Serious About the System,,,6/15/2012,96 pages,,,978-1-4522-0512-0,£15.99,,,http://www.uk.sagepub.com/books/Book236800
EDUT Tertiary Education,Cowan P & Maitles H,Understanding and Teaching Holocaust Education,,,12/5/2016,192 pages,978-1-4739-1933-4,£75.00,978-1-4739-1934-1,£25.99,978-1-4739-8726-5,£20.99,http://www.uk.sagepub.com/books/Book245689
HEAL Health Studies and Nursing,Cowart M & Serow W,Nurses in the Workplace,,,4/23/1992,296 pages,978-0-8039-4313-1,£77.00,,,,,http://www.uk.sagepub.com/books/Book3672
LANG Language and Linguistics,Cowart W,Experimental Syntax,,,3/30/1997,200 pages,978-0-7619-0042-9,£99.00,978-0-7619-0043-6,£64.00,,,http://www.uk.sagepub.com/books/Book6067
EDUC Primary and Secondary Education,Cowdery J et al,Building on Student Diversity,,,11/14/2006,248 pages,,,978-1-4129-3693-4,£45.99,,,http://www.uk.sagepub.com/books/Book229006
EDUC Primary and Secondary Education,Cowie H & Jennifer D,Managing Violence in Schools,,,10/18/2007,160 pages,978-1-4129-3439-8,£91.00,978-1-4129-3440-4,£29.99,978-1-84860-745-3,£23.99,http://www.uk.sagepub.com/books/Book230676
PSYC Psychotherapy and Counselling,Cowie H & Wallace P,Peer Support in Action,,,9/28/2000,192 pages,978-0-7619-6352-3,£87.00,978-0-7619-6353-0,£32.99,978-1-4129-3173-1,£25.99,http://www.uk.sagepub.com/books/Book209499
EDUC Primary and Secondary Education,Cowie H et al,Emotional Health and Well-Being,,,4/30/2004,240 pages,978-0-7619-4354-9,£95.00,978-0-7619-4355-6,£29.99,978-1-84860-558-9,£23.99,http://www.uk.sagepub.com/books/Book226214
EDUT Tertiary Education,Cox A & Sykes G,The Multiple Identities of the Reception Teacher,,,6/10/2016,200 pages,978-1-4739-5951-4,£65.00,978-1-4739-5952-1,£22.99,978-1-4739-6820-2,£17.99,http://www.uk.sagepub.com/books/Book246213
EDUC Primary and Secondary Education,Cox C,Literature-Based Teaching in the Content Areas,,,3/12/2011,352 pages,,,978-1-4129-7493-6,£37.99,,,http://www.uk.sagepub.com/books/Book234031
"SOCW Social Welfare, Family Studies & Gerontology",Cox D & Pawar M,International Social Work: Second Edition,,,2/4/2013,640 pages,,,978-1-4522-1748-2,£79.00,,,http://www.uk.sagepub.com/books/Book237281
MANA Management and Organization Studies,Cox E,Coaching Understood,,,11/12/2012,192 pages,978-0-85702-825-9,£96.00,978-0-85702-826-6,£29.99,978-1-4462-7163-6,£23.99,http://www.uk.sagepub.com/books/Book235839
PSYC Psychotherapy and Counselling,Cox E et al,The Complete Handbook of Coaching: Second Edition,,,4/23/2014,504 pages,978-1-4462-7615-0,£105.00,978-1-4462-7616-7,£31.99,978-1-4739-0413-2,£25.99,http://www.uk.sagepub.com/books/Book241822
EDUC Primary and Secondary Education,Cox J,Finding the Story Behind the Numbers,,,2/20/2007,144 pages,978-1-4129-4243-0,£49.99,978-1-4129-4244-7,£25.99,,,http://www.uk.sagepub.com/books/Book230278
COMM Communication and Media Studies,Cox J,Environmental Communication and the Public Sphere: Third Edition,,,7/15/2012,448 pages,,,978-1-4129-9209-1,£56.00,,,http://www.uk.sagepub.com/books/Book235562
COMM Communication and Media Studies,Cox J,Environmental Communication,SAGE Benchmarks in Communication,,11/6/2015,1704 pages,978-1-4739-0252-7,£655.00,,,,,http://www.uk.sagepub.com/books/Book243628
EDUC Primary and Secondary Education,Cox J & Cox K,"Your Opinion, Please!: Second Edition",,,2/11/2008,136 pages,978-1-4129-5538-6,£58.00,978-1-4129-5539-3,£25.99,,,http://www.uk.sagepub.com/books/Book231604
COMM Communication and Media Studies,Cox J & Pezzullo P,Environmental Communication and the Public Sphere: Fourth Edition,,,7/31/2015,440 pages,,,978-1-4833-4433-1,£70.00,,,http://www.uk.sagepub.com/books/Book242293
ENVI Environmental Studies,Cox K et al,The SAGE Handbook of Political Geography,,,12/30/2007,640 pages,978-0-7619-4327-3,£120.00,,,978-1-4462-0683-6,£60.00,http://www.uk.sagepub.com/books/Book225561
"SOCW Social Welfare, Family Studies & Gerontology",Cox L et al,Introduction to Social Work,Social Work in the New Century,,3/31/2015,480 pages,978-1-4522-4434-1,£101.00,,,,,http://www.uk.sagepub.com/books/Book238933
,Cox L et al,Introduction to Social Work: Second Edition,Social Work in the New Century,,3/31/2018,448 pages,978-1-5063-9453-4,£101.00,978-1-5443-2402-9,,,,http://www.uk.sagepub.com/books/Book258165
POLI Politics and International Relations,Cox M,Twentieth Century International Relations,SAGE Library of International Relations,,1/18/2007,1647 pages,978-0-7619-4465-2,£745.00,,,,,http://www.uk.sagepub.com/books/Book226361
POLI Politics and International Relations,Cox M,Twentieth Century International Relations,SAGE Library of International Relations,,1/18/2007,1646 pages,978-0-7619-4466-9,£745.00,,,,,http://www.uk.sagepub.com/books/Book226362
POLI Politics and International Relations,Cox M,Twentieth Century International Relations,SAGE Library of International Relations,,1/30/2007,3328 pages,978-1-4129-1018-7,"£1,250.00",,,,,http://www.uk.sagepub.com/books/Book227667
CRIM Criminology,Cox P,Passing the PCSO Recruit Assessment Process,Practical Policing Skills Series,,7/18/2007,112 pages,,,978-1-84641-059-8,£17.99,978-1-84445-329-0,£13.99,http://www.uk.sagepub.com/books/Book238385
CRIM Criminology,Cox P,Passing the Police Recruit Assessment Process: Second Edition,Practical Policing Skills Series,,6/7/2010,144 pages,,,978-1-84445-358-0,£18.99,978-0-85725-355-2,£14.99,http://www.uk.sagepub.com/books/Book238531
EDUC Primary and Secondary Education,Cox R,Primary English Teaching,Published in association with the UKLA,,1/31/2011,176 pages,978-1-84920-195-7,£76.00,978-1-84920-196-4,£25.99,978-1-4462-1010-9,£20.99,http://www.uk.sagepub.com/books/Book234170
EDUC Primary and Secondary Education,Cox S,The CPD Co-ordinator's Toolkit,,,10/30/2006,128 pages,978-1-4129-2932-5,£91.00,978-1-4129-2933-2,£29.99,978-1-84787-887-8,£23.99,http://www.uk.sagepub.com/books/Book229880
"SOCW Social Welfare, Family Studies & Gerontology",Cox S & Pawar M,International Social Work,,,6/30/2006,440 pages,,,978-8-17-829690-6,,,,http://www.uk.sagepub.com/books/Book241387
EDUC Primary and Secondary Education,Cox S et al,The CPD Collection,,,9/30/2006,,,,978-1-4129-4518-9,£52.00,,,http://www.uk.sagepub.com/books/Book231039
CRIM Criminology,Cox S et al,Juvenile Justice: Seventh Edition,,,2/7/2011,488 pages,,,978-1-4129-8225-2,£79.00,,,http://www.uk.sagepub.com/books/Book234579
CRIM Criminology,Cox S et al,Juvenile Justice: Eighth Edition,,,1/31/2014,472 pages,,,978-1-4522-5823-2,£101.00,,,http://www.uk.sagepub.com/books/Book237671
CRIM Criminology,Cox S et al,Introduction to Policing: Third Edition,,,3/31/2016,456 pages,,,978-1-5063-0754-1,£96.00,,,http://www.uk.sagepub.com/books/Book244802
EDUC Primary and Secondary Education,Cox-Petersen A,Educational Partnerships,,,6/6/2010,352 pages,,,978-1-4129-5212-5,£91.00,,,http://www.uk.sagepub.com/books/Book230872
STAT Statistics and Mathematical Methods,Coxon A,Sorting Data,Quantitative Applications in the Social Sciences,Volume 127,8/30/1999,104 pages,,,978-0-8039-7237-7,£17.99,,,http://www.uk.sagepub.com/books/Book9527
PSYC Psychology,Coxon M,Cognitive Psychology,Critical Thinking in Psychology Series,,2/9/2012,184 pages,978-0-85725-835-9,£74.00,978-0-85725-522-8,£21.99,978-0-85725-524-2,£17.99,http://www.uk.sagepub.com/books/Book238666
EDUC Primary and Secondary Education,Craft A et al,"Creativity, Wisdom, and Trusteeship",,,2/13/2008,200 pages,978-1-4129-4939-2,£66.00,978-1-4129-4940-8,£29.99,,,http://www.uk.sagepub.com/books/Book229398
HEAL Health Studies and Nursing,Craft-Rosenberg M & Pehler S,Encyclopedia of Family Health,,,3/20/2011,1144 pages,978-1-4129-6918-5,£270.00,,,,,http://www.uk.sagepub.com/books/Book233143
HEAL Health Studies and Nursing,Craft-Rosenberg M & PhD J,"Nursing Interventions for Infants, Children, and Families",,,10/30/2000,742 pages,978-0-7619-0725-1,£107.00,,,,,http://www.uk.sagepub.com/books/Book9273
SOCI Sociology and Cultural Studies,Craib I,Experiencing Identity,,,7/28/1998,208 pages,978-0-8039-7691-7,£129.00,978-0-8039-7692-4,£36.99,978-0-85702-606-4,£29.99,http://www.uk.sagepub.com/books/Book205238
POLI Politics and International Relations,Craig B & O'Brien D,Abortion and American Politics,,,1/1/1993,382 pages,,,978-0-934540-89-6,£29.99,,,http://www.uk.sagepub.com/books/Book236243
HEAL Health Studies and Nursing,Craig C,Study Skills for Health and Social Care Students,SAGE Study Skills Series,,9/30/2009,328 pages,978-1-84787-388-0,£71.00,978-1-84787-389-7,£20.99,978-1-4462-0226-5,£16.99,http://www.uk.sagepub.com/books/Book232759
COMM Communication and Media Studies,Craig D,Excellence in Online Journalism,,,11/24/2010,192 pages,,,978-1-4129-7009-9,£42.99,,,http://www.uk.sagepub.com/books/Book233171
PSYC Psychology,Craig K & Dobson K,Anxiety and Depression in Adults and Children,Banff Conference on Behavioral Science Series,Volume 1,2/27/1995,296 pages,978-0-8039-7020-5,£40.00,978-0-8039-7021-2,£54.00,,,http://www.uk.sagepub.com/books/Book4745
HEAL Health Studies and Nursing,Craig K & Smith B,The Nurse Mentor's Companion,,,11/18/2014,184 pages,978-1-4462-0310-1,£66.00,978-1-4462-0311-8,£19.99,978-1-4739-1054-6,£15.99,http://www.uk.sagepub.com/books/Book236860
SOCI Sociology and Cultural Studies,Craig P,Sport Sociology: Third Edition,Active Learning in Sport Series,,5/16/2016,384 pages,978-1-4739-1947-1,£85.00,978-1-4739-1948-8,£29.99,978-1-4739-6806-6,£23.99,http://www.uk.sagepub.com/books/Book245096
WOME Women's and Gender Studies,Craig R,"Men, Masculinity and the Media",SAGE Series on Men and Masculinity,Volume 2,4/23/1992,288 pages,978-0-8039-4162-5,£44.00,978-0-8039-4163-2,£66.00,,,http://www.uk.sagepub.com/books/Book3686
COMM Communication and Media Studies,Craig R & Muller H,Theorizing Communication,,,6/5/2007,544 pages,,,978-1-4129-5237-8,£96.00,,,http://www.uk.sagepub.com/books/Book227932
POLI Politics and International Relations,Craig S & Hill D,The Electoral Challenge: Second Edition,,,8/3/2010,368 pages,,,978-1-60426-636-8,£46.99,,,http://www.uk.sagepub.com/books/Book236548
STAT Statistics and Mathematical Methods,Cramer D & Howitt D,The SAGE Dictionary of Statistics,,,5/30/2004,208 pages,978-0-7619-4137-8,£87.00,978-0-7619-4138-5,£16.99,978-1-84787-742-0,£13.99,http://www.uk.sagepub.com/books/Book225578
EDUC Primary and Secondary Education,Cramer S,The Special Educator's Guide To Collaboration: Second Edition,,,5/28/2006,360 pages,978-1-4129-1490-1,£60.00,978-1-4129-1491-8,£31.99,,,http://www.uk.sagepub.com/books/Book227516
MANA Management and Organization Studies,Crandall W et al,Crisis Management: Second Edition,,,4/12/2013,384 pages,,,978-1-4129-9168-1,£70.00,,,http://www.uk.sagepub.com/books/Book235124
MANA Management and Organization Studies,Crane A & Matten D,Corporate Social Responsibility,SAGE Library in Business and Management,,8/18/2007,1096 pages,978-1-4129-3063-5,£475.00,,,,,http://www.uk.sagepub.com/books/Book230508
MANA Management and Organization Studies,Crane A & Matten D,New Directions in Business Ethics,SAGE Library in Business and Management,,2/28/2012,1720 pages,978-0-85702-988-1,£645.00,,,,,http://www.uk.sagepub.com/books/Book236023
SOCI Sociology and Cultural Studies,Crane D,The Production of Culture,Feminist Perspective on Communication,,7/13/1992,198 pages,978-0-8039-3693-5,£33.00,978-0-8039-3694-2,£52.00,,,http://www.uk.sagepub.com/books/Book3319
PSYC Psychology,Crane D & Heaton T,Handbook of Families and Poverty,,,12/19/2007,512 pages,978-1-4129-5042-8,£120.00,,,,,http://www.uk.sagepub.com/books/Book230536
HEAL Health Studies and Nursing,Crane D & Marshall E,Handbook of Families and Health,,,9/30/2005,544 pages,978-0-7619-3041-9,£120.00,,,,,http://www.uk.sagepub.com/books/Book226385
MANA Management and Organization Studies,Crane F,Marketing for Entrepreneurs: Second Edition,,,11/12/2012,264 pages,,,978-1-4522-3004-7,£60.00,,,http://www.uk.sagepub.com/books/Book237388
SOCI Sociology and Cultural Studies,Crane J,Terror and Everyday Life,,,10/27/1994,192 pages,978-0-8039-5848-7,£78.00,978-0-8039-5849-4,£53.00,,,http://www.uk.sagepub.com/books/Book3971
SOCR Social Research Methods and Evaluation,Crang M & Cook I,Doing Ethnographies,,,3/30/2007,256 pages,978-0-7619-4445-4,£102.00,978-0-7619-4446-1,£33.99,978-1-84860-747-7,£26.99,http://www.uk.sagepub.com/books/Book225674
COMM Communication and Media Studies,Cranny-Francis A,MultiMedia,,,6/18/2005,208 pages,978-0-7619-4994-7,£93.00,978-0-7619-4995-4,£30.99,978-1-84787-117-6,£24.99,http://www.uk.sagepub.com/books/Book225027
STUD Study Skills,Craswell G & Poore M,Writing for Academic Success: Second Edition,SAGE Study Skills Series,,12/30/2011,264 pages,978-0-85702-927-0,£65.00,978-0-85702-928-7,£22.99,978-1-4462-5403-5,£17.99,http://www.uk.sagepub.com/books/Book235979
EDUC Primary and Secondary Education,Crawford G,Managing the Adolescent Classroom,,,7/30/2004,184 pages,978-0-7619-3106-5,£65.00,978-0-7619-3107-2,£29.99,,,http://www.uk.sagepub.com/books/Book226093
EDUC Primary and Secondary Education,Crawford G,Brain-Based Teaching With Adolescent Learning in Mind: Second Edition,,,4/22/2007,208 pages,978-1-4129-5018-3,£62.00,978-1-4129-5019-0,£26.99,,,http://www.uk.sagepub.com/books/Book229259
EDUC Primary and Secondary Education,Crawford G,Differentiation for the Adolescent Learner,,,7/22/2008,184 pages,978-1-4129-4053-5,£45.99,978-1-4129-4054-2,£29.99,,,http://www.uk.sagepub.com/books/Book229718
SOCR Social Research Methods and Evaluation,Crawford G et al,Understanding Global Development Research,,,1/26/2017,288 pages,978-1-4739-0666-2,£85.00,978-1-4739-0667-9,£29.99,978-1-4739-8708-1,£23.99,http://www.uk.sagepub.com/books/Book244137
EDUC Primary and Secondary Education,Crawford J,Using Power Standards to Build an Aligned Curriculum,,,3/11/2011,216 pages,,,978-1-4129-9116-2,£29.99,,,http://www.uk.sagepub.com/books/Book235490
EDUC Primary and Secondary Education,Crawford J,Aligning Your Curriculum to the Common Core State Standards,,,1/3/2012,248 pages,,,978-1-4522-1647-8,£31.99,,,http://www.uk.sagepub.com/books/Book237518
"SOCW Social Welfare, Family Studies & Gerontology",Crawford K,Reflective Reader: Social Work and Human Development,Transforming Social Work Practice Series,,6/27/2006,168 pages,,,978-1-84445-050-3,£25.99,,,http://www.uk.sagepub.com/books/Book238312
"SOCW Social Welfare, Family Studies & Gerontology",Crawford K,Interprofessional Collaboration in Social Work Practice,,,10/30/2011,208 pages,978-1-84920-427-9,£76.00,978-1-84920-428-6,£25.99,978-1-4462-5436-3,£20.99,http://www.uk.sagepub.com/books/Book234375
"SOCW Social Welfare, Family Studies & Gerontology",Crawford K & Walker J,Social Work with Older People: Second Edition,Transforming Social Work Practice Series,,8/8/2008,208 pages,,,978-1-84445-155-5,£24.99,978-1-84445-609-3,£19.99,http://www.uk.sagepub.com/books/Book238431
"SOCW Social Welfare, Family Studies & Gerontology",Crawford K et al,Groupwork Practice for Social Workers,,,12/16/2014,192 pages,978-1-4462-0886-1,£71.00,978-1-4462-0887-8,£22.99,978-1-4739-1150-5,£17.99,http://www.uk.sagepub.com/books/Book237412
PSYC Psychology,Crawford M,Talking Difference,Gender and Psychology series,,6/28/1995,224 pages,978-0-8039-8827-9,£111.00,978-0-8039-8828-6,£39.99,978-1-4462-6573-4,£31.99,http://www.uk.sagepub.com/books/Book203856
EDUC Primary and Secondary Education,Crawford M,Getting to the Heart of Leadership,,,1/18/2009,192 pages,978-1-84787-169-5,£95.00,978-1-84787-170-1,£29.99,978-0-85702-697-2,£23.99,http://www.uk.sagepub.com/books/Book232374
EDUT Tertiary Education,Crawford M,Developing as an Educational Leader and Manager,,,9/25/2014,232 pages,978-0-85702-922-5,£83.00,978-0-85702-923-2,£26.99,978-1-4739-0840-6,£21.99,http://www.uk.sagepub.com/books/Book235977
EDUC Primary and Secondary Education,Crawford M et al,Educational Management in Action,Published in association with The Open University,,11/30/1994,304 pages,,,978-1-85396-276-9,£35.99,,,http://www.uk.sagepub.com/books/Book8545
,Crawley J,Just Teach! in FE,,,2/24/2018,144 pages,978-1-5264-2474-7,£65.00,978-1-5264-2475-4,£19.99,978-1-5264-4857-6,£15.99,http://www.uk.sagepub.com/books/Book256818
COMM Communication and Media Studies,Crawley W et al,Embattled Media,,,2/5/2015,416 pages,978-9-35-150062-9,£42.00,,,978-9-35-150215-9,£34.00,http://www.uk.sagepub.com/books/Book244886
MANA Management and Organization Studies,Crawshaw J et al,Human Resource Management: Second Edition,,,3/29/2017,496 pages,978-1-4739-6765-6,£120.00,978-1-4739-6766-3,£39.99,978-1-5264-1270-6,£31.99,http://www.uk.sagepub.com/books/Book250716
,Creamer E,An Introduction to Fully Integrated Mixed Methods Research,,,4/27/2017,296 pages,,,978-1-4833-5093-6,£55.00,,,http://www.uk.sagepub.com/books/Book242814
PSYC Psychotherapy and Counselling,Creaner M,Getting the Best Out of Supervision in Counselling & Psychotherapy,,,12/13/2013,192 pages,978-0-85702-905-8,£69.00,978-0-85702-906-5,£22.99,978-1-4462-9715-5,£17.99,http://www.uk.sagepub.com/books/Book235967
COMM Communication and Media Studies,Creedon P,"Women, Media and Sport",,,3/23/1994,368 pages,978-0-8039-5233-1,£34.00,978-0-8039-5234-8,£55.00,,,http://www.uk.sagepub.com/books/Book4320
COMM Communication and Media Studies,Creedon P & Cramer J,Women in Mass Communication: Third Edition,,,8/21/2006,360 pages,978-1-4129-3694-1,£88.00,978-1-4129-3695-8,£49.99,,,http://www.uk.sagepub.com/books/Book228933
SOCI Sociology and Cultural Studies,Cregan K,The Sociology of the Body,,,3/30/2006,224 pages,978-0-7619-4023-4,£119.00,978-0-7619-4024-1,£39.99,978-1-84860-676-0,£31.99,http://www.uk.sagepub.com/books/Book225079
